audio	sentence	duration	gender	native_lang
22_7920_0_221_01_211113-005357_bem_004_elicit_0.wav	aba lumendo babili bale lanshanya 	3.221	female	nbl
24_2638_4_241_01_211110-142808_bem_150_elicit_2.wav	kunuma ya mwana kuli icani icakatapa katapa 	4.061	female	bem
17_7781_1_172_02_211109-121907_bem_e94_elicit_0.wav	nabafwala ama botolo yamu mumenso icakufwala icafita kunse elo mukati icakashika 	9.143	female	nya
28_9422_4_281_01_220111-093806_bem_94f_elicit_2.wav	kumulu naba kambatika icipampa cifwile abantu epo ba bomba balya aba tambika pafi tunshitunshi ba bomba mukubelenga imbila 	9.46	male	ngo
12_2966_4_121_01_211101-023628_bem_bd6_elicit_2.wav	elyo balekasekelela akamwaice 	5.785	male	lam
21_1866_4_211_01_211112-223205_bem_83a_elicit_2.wav	kabili kuli nabambi abaleshana mu musango baleshaninamo cilemoneka balisendako inshita ukuti baleshana mumusango umo winepali ubu bushiku 	10.504	female	
2_474_4_21_01_211026-080346_bem_cee_elicit_2.wav	tulemoneka kwati tatulatampa na ukwenda pali iyi nshita 	5.082	female	bem
17_7805_2_171_01_211109-071347_bem_947_elicit_1.wav	elyo kabili uyu umwana apa panshi ali ale angala 	6.534	male	toi
159_2_01_210928-122343_bem_dcc_elicit_1.wav	nakabili nafwala ifyakushelemukilako lintu aleangala ici cine icangalo kumoolu yakwe 	10.821	male	bem
20_1564_2_201_01_211111-101624_bem_dbf_elicit_1.wav	ico cacine elyo bashitata beene balemoneka abaikatana saana nakalimo pali fimo 	10.64	female	bem
22_7721_3_222_02_211111-222359_bem_50c_elicit_1.wav	umulumendo uli ku numa nafwala ishati ya makumbi makumbi 	5.376	male	lam
14_3344_2_141_01_211104-213820_bem_ebf_elicit_1.wav	ulupili emininepo lutaali nganshi 	4.7410000000000005	female	bem
37_5718_3_372_02_211110-082144_bem_aa2_elicit_1.wav	pakuwamya ama window bale bomfya insalu shabutonge 	5.127000000000001	female	bem
27_9200_3_272_02_211113-200838_bem_b15_elicit_1.wav	bali kumenshi alefwaya fye uku kopa muli ififwele umukashana 	6.465	female	leh
27_8973_4_271_01_211113-103123_bem_f07_elicit_2.wav	elyo uku kuncende kuli tumalaiti twapusana pusana sana 	5.558	male	nya
12_2778_0_121_01_211025-161626_bem_bd6_elicit_0.wav	akalumendo katolokela pa skateboard 	6.738	male	lam
21_7605_3_212_02_220115-142450_bem_62a_elicit_1.wav	nafwala neshati lya buta elyo umunankwe afwele ilyafita notwa kashika pantanshi 	7.396	female	bem
34_5107_2_341_01_211114-112407_bem_50c_elicit_1.wav	balepembela uku kwela icimpelwa 	2.767	male	lam
33_4751_3_332_02_211109-154752_bem_b14_elicit_1.wav	kabili kuli mashini kuli akatambo akalundenye kuli kompyuta 	7.01	female	nse
17_7797_3_172_02_211109-130914_bem_e94_elicit_1.wav	cacine kabibili bamo nabeminina bamo nabekala 	5.626	female	nya
2_463_0_21_01_211026-074559_bem_cee_elicit_0.wav	imbwa shibili shilepepekana ku cifulo cimo ifi 	3.607	female	bem
10_6178_0_101_01_211104-170746_bem_5a5_elicit_0.wav	abantu babili umwaume na umwanakashi nabekata intambo 	5.082	male	bem
24_2700_4_241_01_211110-163708_bem_150_elicit_2.wav	panshi ya cibansa pantu pakatapa katapa 	4.197	female	bem
12_2826_4_121_01_211029-021521_bem_bd6_elicit_2.wav	ehe nafwala nakasote aka fita 	5.422000000000001	male	lam
31_10090_3_312_02_220131-071606_bem_c25_elicit_1.wav	bushe ni cinshi uyu mwaume uukwete umushishi uwipi alecita muli uyu umuputule 	9.052	male	bem
26_3094_3_262_02_211110-085417_bem_8f1_elicit_1.wav	afwile alishibisha saana ifyakwenshya akabwato ekelemo elo ndemona naumbi umuntu ulele paka bwato akali pa meenshi 	8.597999999999999	male	bem
28_3627_4_281_01_211112-202407_bem_d8d_elicit_2.wav	aba bana bali mwikalashi umwaba amalangi ayalekana lekana 	6.034	female	leh
22_7859_0_221_01_211112-200829_bem_004_elicit_0.wav	mulumendo ale lisha ifilimba 	2.813	female	nbl
29_9653_3_292_02_220114-200908_bem_84b_elicit_1.wav	elyo na beminika namaluba uku kwine kuntanshi 	3.879	male	ngo
12_6616_2_121_01_211105-164701_bem_9ed_elicit_1.wav	elo kumbali epo balecofa injinga kuli nefimuti 	4.628	male	nya
1_197_0_11_01_211031-150338_bem_cc3_elicit_0.wav	imbwa nayimya umupeto 	8.575	male	toi
7_1750_4_71_01_170102-013417_bem_74d_elicit_2.wav	ee kwena naine nakamona akayanda kambwa 	3.993	female	toi
39_936_3_392_02_211117-191413_bem_901_elicit_1.wav	kanshi e mulandu wine abelele kwati nalimo nasalala ilyo aletoloka cifwile cangalo cakosa ici 	9.755	female	bem
20_7329_0_201_01_220116-193538_bem_62a_elicit_0.wav	shitata wabuta inkanda nakalako alelya nokunwa 	4.468999999999999	female	bem
