audio	sentence	duration	gender	native_lang
101_1_02_210929-121242_bem_b21_elicit_0.wav	shikulubantu wine alemoneka napoosa amano uko alelolesha bushe ninshi cingalenga apoose so amano uko alelolesha 	11.116	male	bmb
34_5065_4_341_01_211113-221408_bem_004_elicit_2.wav	babili nabekala mupepi ne cishimbi 	3.267	female	nbl
29_3873_4_291_01_211114-183747_bem_433_elicit_2.wav	ee boi incende ii isuma saana ndemona abalumendo nabakwata inshita yakusansamuka saana 	10.027	male	bem
22_7824_0_221_01_211112-165008_bem_004_elicit_0.wav	shitata ali pa cibe ica cimbaya mbaya ale fula ica pepo 	5.218	female	nbl
30_9793_2_301_01_220120-230628_bem_eb0_elicit_1.wav	uyu umwaume afwele kaputula iwa fiita ne shati ilyabuta ilyakwata ifilembo ifyafiita elyo nakapakuboko akabutuluka 	14.111	female	bem
380_1_02_211016-111033_bem_dcc_elicit_0.wav	elyo iyi ni mbeketi intu atwikile pa mutwe mulemoneka mukati muli na menshi 	9.143	male	bem
16_7613_4_161_01_211109-120539_bem_74d_elicit_2.wav	awe kuti limbi kalepepeka umuntu elo kutilimbi emwine wakabwa aka kutilimbi balechena 	6.897	female	toi
22_2092_0_221_01_211110-130952_bem_50c_elicit_0.wav	imbwa shilebutuka mubwangalo waku cinfyana ulubilo 	5.785	male	lam
17_7985_4_171_01_211110-102820_bem_947_elicit_2.wav	naaba abashilika nibalya ifyaalo fituma ukuya mukusunga icibote mufyalo fiponene namansanso 	13.952	male	toi
9_5780_3_92_02_211027-031846_bem_ebf_elicit_1.wav	bushe shilemoneka shani 	4.218999999999999	female	bem
25_2889_0_251_01_211110-125253_bem_5da_elicit_0.wav	umulumendo afwele ifya fita ale olola indobo 	4.061	male	toi
12518_3_02_211102-092508_bem_dcc_elicit_1.wav	ee babomba ku kampani kamokene elyo pali aba paliko nomukalamba wa ncito nakaili ni uyu ukwete icipepa ku minwe yakwe 	13.249	male	bem
21_1807_2_211_01_211112-115024_bem_83a_elicit_1.wav	cine kuti mwaba mwishitima nangula muli sacha elyo nafwala ifyakufwala fya fita 	6.125	female	
13_3059_3_132_02_211024-133252_bem_9ed_elicit_1.wav	limbi akabwa euketile ati bangalile capamo 	5.921	male	nya
12_2954_2_121_01_211101-011055_bem_bd6_elicit_1.wav	bushe cileya kwisa 	4.424	male	lam
17_7754_1_172_02_211108-185348_bem_e94_elicit_0.wav	ile angalila palunkoto ulwa katapa katapa 	5.082	female	nya
16_6211_4_161_01_220110-132653_bem_5da_elicit_2.wav	cilemoneka kwati bafuma muku shunguluka nomba baleya ku ng anda 	4.945	male	tog
32_10352_1_322_02_220323-223832_bem_c25_elicit_0.wav	bushe cinshi abantu bafulefi balecita ku lulamba lwamumana 	5.853	male	bem
14_3483_0_141_01_211105-221551_bem_ebf_elicit_0.wav	bashitaata babili nabekala pamabwe 	3.856	female	bem
16_7578_4_161_01_170101-092641_bem_74d_elicit_2.wav	awe yafwile yaliwama nokuyatambafye ukulenga abatu abaletamba ukulakopa 	8.031	female	toi
27_3346_4_271_01_211111-122759_bem_e6d_elicit_2.wav	bamo batata balebelengesha umwaice ifintu tangeshiba nokwishiba 	9.143	female	leh
28_9359_0_281_01_220110-134558_bem_94f_elicit_0.wav	akalumendo nakafwala ama galashi aya fita kale samba 	5.059	male	ngo
9_5761_0_91_01_211029-135846_bem_901_elicit_0.wav	umwana mulumendo naikala panse pakapuna mupepi netebulo munshita ya kasuba 	6.443	female	bem
2_360_3_22_02_211026-153020_bem_2a5_elicit_1.wav	iconi icikalamba nacimya amapindo nalimo cilefwaya ukupupuka 	5.558	male	
18_12113_0_181_01_211114-164804_bem_5da_elicit_0.wav	umwana umulumendo ali eka aleyangala elo kunuma yakwe balilimbako ulunkoto 	6.216	male	toi
27_3287_0_271_01_211110-163859_bem_0cc_elicit_0.wav	umukashana aleenda mumusebo naimya nechola chabuta 	5.2860000000000005	female	leh
20_1592_4_201_01_211111-111018_bem_dbf_elicit_2.wav	kwena mune nausula imbwa iyi ala kuti yakwanisha wapapa nokupapa 	7.803999999999999	female	bem
28_3619_4_281_01_211112-194639_bem_d8d_elicit_2.wav	uyu umuntu alemoneka kwati ali mwituka lya fitabo 	5.082	female	leh
34_10810_4_341_01_220122-170439_bem_57f_elicit_2.wav	ici cifulo baliko cilemoneka kwati cifulo cakusefeshamo kabili kulemoneka amaluba ayatakatapakatapa cipali kwati aba ni bawushi no mwana 	11.752	female	bem
12780_4_01_211103-183426_bem_a35_elicit_2.wav	cishinka sana cakale kabili citali sana kaili kumonafye balibikamo ne nshimbi muli ici cine cikuulwa 	7.645	male	bem
