audio	sentence	duration	gender	native_lang
9_5754_2_91_01_211028-064931_bem_901_elicit_1.wav	icakowelamo cili palubansa lwa fyaani 	4.537	female	bem
9_2199_1_92_02_211026-215814_bem_901_elicit_0.wav	baleteya umupila wakuminwe 	3.607	female	bem
13_3091_1_132_02_211024-182643_bem_9ed_elicit_0.wav	balemoneka kwati balimu cikulwa icabwala nangu balesefya 	7.282	male	nya
28_9358_4_281_01_220110-134514_bem_94f_elicit_2.wav	cifwile ali temwisha saana inkonde pa kulwimya kumo no mukate 	7.327999999999999	male	ngo
22_2105_3_222_02_211109-181252_bem_004_elicit_1.wav	kumpela yakwe kuli ama kumbi 	3.289	female	nbl
13_6780_0_131_01_211028-122042_bem_9ed_elicit_0.wav	umulumendo naalala pa busanshi aleemoneka uwalwaala 	4.763999999999999	male	nya
18_6740_2_181_01_220116-141529_bem_524_elicit_1.wav	umulumendo ali umutali elyo umukshana umwipi muciimo 	5.513	female	bem
12_2984_1_122_02_211106-100751_bem_e3a_elicit_0.wav	imbwa yanyanta palupango 	5.921	female	bem
32_4567_3_322_02_211111-085536_bem_947_elicit_1.wav	eee napa kubomba umbi naiminina umbi nao nasunsuma 	8.076	male	toi
16_7514_2_161_01_170101-060127_bem_74d_elicit_1.wav	beshe ulemona shani umwanakashi bushe kuti akwanisha amangalo ayayene 	8.462	female	toi
12_2960_2_121_01_211101-013545_bem_bd6_elicit_1.wav	aletina amenshi 	5.104	male	lam
35_5389_2_351_01_220117-155051_bem_ba5_elicit_1.wav	bafwile pakuti bonse bafume oa musebo na ukwisa tantama apapene 	4.923	male	bem
18_12047_2_181_01_211114-120043_bem_5da_elicit_1.wav	ee boi cilemoneka kwati umulumendo uuli mufyakufwala fyakashika nabamupika saana kumunankwe 	6.76	male	toi
12498_1_02_211102-010902_bem_142_elicit_0.wav	cishinka sana elyo amupapile pa ntanshi elyo bekele pe libwe elyo uyu wine wishi nafwala na magalashi ala uyu umwana musuma icine cine 	11.956	male	bem
33_4796_3_332_02_211109-195343_bem_b14_elicit_1.wav	bali mu cibansa icikalamba icikwete ulunkoto lwa panshi ulwa katapakatapa 	7.986000000000001	female	nse
10_6063_0_101_01_211104-121214_bem_5a5_elicit_0.wav	abaume abakalamba bamo nabekata icipampa 	4.378	male	bem
